uuid,molecule,fragments,linker,anchor_1,anchor_2,energy,idx,keep
23,O=C([O-])c1ccc(C(F)=Cc2cc(F)c(C(=O)[O-])cc2F)c(F)c1,O=C([O-])c1cc(F)ccc1F.O=C([O-])c1cccc(F)c1,C=CF,7,17,42.13004712800905,23,True
35,O=C([O-])c1ccc(-c2c(F)cc(-c3ccc(C(=O)[O-])c(F)c3F)c(F)c2F)c(F)c1,O=C([O-])c1cccc(F)c1.O=C([O-])c1cccc(F)c1F,Fc1ccc(F)c(F)c1,6,17,56.66381997436157,35,True
46,O=C([O-])c1ccc(-c2nnc(-c3cc(F)c(C(=O)[O-])cc3F)nn2)cc1F,O=C([O-])c1cc(F)ccc1F.O=C([O-])c1ccccc1F,c1nncnn1,7,17,45.874621334556586,46,True
51,CCc1cc(-c2nnc(-c3c(CC)cc(C(=O)[O-])c(CC)c3CC)nn2)ccc1C(=O)[O-],CCc1cc(CC)c(CC)c(C(=O)[O-])c1.CCc1ccccc1C(=O)[O-],c1nncnn1,14,19,77.31698325613458,51,True
64,O=C([O-])c1ccc(C=C(F)c2cc(F)c(C(=O)[O-])c(F)c2F)cc1F,O=C([O-])c1c(F)ccc(F)c1F.O=C([O-])c1ccccc1F,C=CF,7,18,44.11836928688597,64,True
77,O=C([O-])c1cc(F)c(-c2ccc(-c3cc(F)c(C(=O)[O-])c(F)c3F)c(F)c2)c(F)c1F,O=C([O-])c1c(F)ccc(F)c1F.O=C([O-])c1cc(F)cc(F)c1F,Fc1ccccc1,7,19,58.46712187942589,77,True
88,O=C([O-])c1c(F)cc(-c2ccc(-c3c(F)c(F)c(C(=O)[O-])c(F)c3F)cc2)c(F)c1F,O=C([O-])c1c(F)c(F)cc(F)c1F.O=C([O-])c1c(F)ccc(F)c1F,c1ccccc1,8,20,59.17391177588047,88,True
98,Cc1cc(-c2cc(C)c(-c3ccc(C(=O)[O-])cc3C)cc2C)ccc1C(=O)[O-],Cc1cccc(C(=O)[O-])c1.Cc1ccccc1C(=O)[O-],Cc1ccc(C)cc1,9,13,70.09896339673442,98,True
106,CC(=Cc1cc(C)c(C(=O)[O-])c(C)c1)c1ccc(C(=O)[O-])c(C)c1C,Cc1cccc(C(=O)[O-])c1C.Cc1cccc(C)c1C(=O)[O-],C=CC,8,14,70.79356035436044,106,True
0,O=C([O-])c1cc(F)c(C(F)=Cc2cc(F)c(C(=O)[O-])c(F)c2)c(F)c1,O=C([O-])c1c(F)cccc1F.O=C([O-])c1cc(F)cc(F)c1,C=CF,7,18,44.12152670256072,0,True
8,O=C([O-])c1ccc(-c2c(Cl)cc(-c3c(Cl)c(Cl)c(C(=O)[O-])c(Cl)c3Cl)c(Cl)c2Cl)cc1,O=C([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl.O=C([O-])c1ccccc1,Clc1ccc(Cl)c(Cl)c1,8,19,70.87423077356829,8,True
16,O=C([O-])c1cc(F)c(-c2c(F)cc(-c3c(F)cc(C(=O)[O-])c(F)c3F)c(F)c2F)c(F)c1,O=C([O-])c1cc(F)cc(F)c1.O=C([O-])c1cc(F)cc(F)c1F,Fc1ccc(F)c(F)c1,7,19,58.02086980835112,16,True
26,O=C([O-])c1c(F)cc(C=C(F)c2cc(F)c(C(=O)[O-])c(F)c2F)cc1F,O=C([O-])c1c(F)ccc(F)c1F.O=C([O-])c1c(F)cccc1F,C=CF,7,18,45.4719338456009,26,True
39,O=C([O-])c1cc(F)c(C(F)=C(F)c2cc(F)c(C(=O)[O-])cc2F)cc1F,O=C([O-])c1cc(F)ccc1F.O=C([O-])c1cc(F)ccc1F,FC=CF,7,18,45.24501842148366,39,True
52,O=C([O-])c1ccc(C=C(F)c2cc(F)c(C(=O)[O-])cc2F)c(F)c1,O=C([O-])c1cc(F)ccc1F.O=C([O-])c1cccc(F)c1,C=CF,7,17,42.13481431785708,52,True
66,O=C([O-])c1ccc(-c2ccc(-c3cc(F)c(C(=O)[O-])c(F)c3F)c(F)c2F)cc1F,O=C([O-])c1c(F)ccc(F)c1F.O=C([O-])c1ccccc1F,Fc1ccccc1F,7,18,57.63205095172467,66,True
78,O=C([O-])c1cc(F)c(-c2c(F)cc(-c3cc(F)c(C(=O)[O-])c(F)c3F)cc2F)cc1F,O=C([O-])c1c(F)ccc(F)c1F.O=C([O-])c1cc(F)ccc1F,Fc1cccc(F)c1,7,19,58.29495500528813,78,True
89,O=C([O-])c1c(F)cc(-c2ccc(-c3cc(F)c(C(=O)[O-])c(F)c3F)c(F)c2)cc1F,O=C([O-])c1c(F)ccc(F)c1F.O=C([O-])c1c(F)cccc1F,Fc1ccccc1,7,18,57.91059608823707,89,True
100,O=C([O-])c1ccc(C=C(F)c2ccc(C(=O)OF)c(F)c2F)c(F)c1,O=C(OF)c1cccc(F)c1F.O=C([O-])c1cccc(F)c1,C=CF,7,18,42.53282107618076,100,True
114,O=C([O-])c1cc(F)c(-c2ccc(-c3cc(F)c(C(=O)[O-])c(F)c3F)cc2F)c(F)c1F,O=C([O-])c1c(F)ccc(F)c1F.O=C([O-])c1cc(F)cc(F)c1F,Fc1ccccc1,7,19,58.40733643355319,114,True
0,O=C([O-])c1ccc(-c2ccc(-c3cc(F)c(C(=O)[O-])c(F)c3)c(F)c2)cc1F,O=C([O-])c1c(F)cccc1F.O=C([O-])c1ccccc1F,Fc1ccccc1,7,17,55.659660947977,0,True
15,O=C([O-])c1ccc(C(Cl)=Cc2cc(Cl)c(C(=O)[O-])c(Cl)c2)c(Cl)c1,O=C([O-])c1c(Cl)cccc1Cl.O=C([O-])c1cccc(Cl)c1,C=CCl,7,17,50.54869438173354,15,True
29,O=C([O-])c1ccc(-c2cc(Cl)c(-c3ccc(C(=O)[O-])c(Cl)c3Cl)c(Cl)c2Cl)c(Cl)c1,O=C([O-])c1cccc(Cl)c1.O=C([O-])c1cccc(Cl)c1Cl,Clc1ccc(Cl)c(Cl)c1,6,17,65.70340493219064,29,True
33,CCCc1cc(-c2nnc(-c3cc(CCC)c(C(=O)[O-])c(CCC)c3CCC)nn2)c(CCC)cc1C(=O)[O-],CCCc1ccc(CCC)c(C(=O)[O-])c1.CCCc1ccc(CCC)c(C(=O)[O-])c1CCC,c1nncnn1,5,23,91.04540727231992,33,True
51,COc1cc(-c2nnc(-c3c(OC)c(OC)c(C(=O)[O-])c(OC)c3OC)nn2)ccc1C(=O)[O-],COc1cc(OC)c(OC)c(C(=O)[O-])c1OC.COc1ccccc1C(=O)[O-],c1nncnn1,6,21,89.01107762562629,51,True
64,O=C([O-])c1cc(F)c(C(F)=Cc2cc(F)c(C(=O)[O-])c(F)c2)c(F)c1F,O=C([O-])c1c(F)cccc1F.O=C([O-])c1cc(F)cc(F)c1F,C=CF,7,18,45.37026148587775,64,True
73,O=C([O-])c1cc(F)c(-c2ccc(-c3c(F)cc(C(=O)[O-])c(F)c3F)cc2F)cc1F,O=C([O-])c1cc(F)cc(F)c1F.O=C([O-])c1cc(F)ccc1F,Fc1ccccc1,7,19,57.00953213095538,73,True
87,O=C([O-])c1ccc(C(F)=C(F)c2cc(F)c(C(=O)[O-])c(F)c2F)c(F)c1,O=C([O-])c1c(F)ccc(F)c1F.O=C([O-])c1cccc(F)c1,FC=CF,7,18,45.57129840134414,87,True
102,CCc1c(C(=O)[O-])ccc(-c2nnc(-c3ccc(C(=O)[O-])cc3)nn2)c1CC,CCc1cccc(C(=O)[O-])c1CC.O=C([O-])c1ccccc1,c1nncnn1,9,19,64.6809969074562,102,True
116,O=C([O-])c1cc(F)c(-c2c(F)cc(-c3cc(F)c(C(=O)[O-])cc3F)c(F)c2F)c(F)c1,O=C([O-])c1cc(F)cc(F)c1.O=C([O-])c1cc(F)ccc1F,Fc1ccc(F)c(F)c1,7,18,57.17450751199619,116,True
128,O=C([O-])c1cc(F)c(-c2ccc(-c3c(F)cc(C(=O)[O-])c(F)c3F)cc2F)c(F)c1,O=C([O-])c1cc(F)cc(F)c1.O=C([O-])c1cc(F)cc(F)c1F,Fc1ccccc1,7,19,56.625466013761965,128,True
0,O=C([O-])c1ccc(-c2c(F)c(F)c(-c3cc(F)c(C(=O)[O-])cc3F)c(F)c2F)cc1F,O=C([O-])c1cc(F)ccc1F.O=C([O-])c1ccccc1F,Fc1cc(F)c(F)cc1F,7,17,57.80608627904664,0,True
10,O=C([O-])c1cc(F)c(-c2cc(F)c(-c3c(F)cc(C(=O)[O-])cc3F)cc2F)c(F)c1,O=C([O-])c1cc(F)cc(F)c1.O=C([O-])c1cc(F)cc(F)c1,Fc1ccc(F)cc1,7,18,56.09622770837655,10,True
21,O=C([O-])C#CC(Cl)=C(Cl)C#CC(=O)[O-],C#CC(=O)[O-].C#CC(=O)[O-],ClC=CCl,4,9,2.385368593980001,21,True
29,O=C([O-])C#CC=C(O)C#CC(=O)[O-],C#CC(=O)[O-].C#CC(=O)[O-],C=CO,4,9,0.9565030889995876,29,True
36,O=C([O-])c1cc(F)c(-c2nnc(-c3c(F)cc(C(=O)[O-])c(F)c3F)nn2)c(F)c1F,O=C([O-])c1cc(F)cc(F)c1F.O=C([O-])c1cc(F)cc(F)c1F,c1nncnn1,7,19,50.55200903434571,36,True
42,O=C([O-])c1ccc(-c2nnc(-c3c(F)c(F)c(C(=O)[O-])c(F)c3F)nn2)c(F)c1,O=C([O-])c1c(F)c(F)cc(F)c1F.O=C([O-])c1cccc(F)c1,c1nncnn1,8,19,49.27372597014446,42,True
52,O=C([O-])c1ccc(-c2nnc(-c3c(Cl)cc(C(=O)[O-])cc3Cl)nn2)c(Cl)c1,O=C([O-])c1cc(Cl)cc(Cl)c1.O=C([O-])c1cccc(Cl)c1,c1nncnn1,7,17,53.051655797091485,52,True
62,CCCc1cc(-c2nnc(-c3ccc(C(=O)[O-])c(CCC)c3CCC)nn2)c(CCC)c(CCC)c1C(=O)[O-],CCCc1ccc(CCC)c(C(=O)[O-])c1CCC.CCCc1cccc(C(=O)[O-])c1CCC,c1nncnn1,10,20,95.1785486964598,62,True
78,O=C([O-])c1ccc(C(F)=C(F)c2ccc(C(=O)[O-])cc2F)c(F)c1,O=C([O-])c1cccc(F)c1.O=C([O-])c1cccc(F)c1,FC=CF,6,16,42.9698514841072,78,True
94,O=C([O-])c1ccc(C(F)=Cc2cc(F)c(C(=O)[O-])c(F)c2F)c(F)c1,O=C([O-])c1c(F)ccc(F)c1F.O=C([O-])c1cccc(F)c1,C=CF,7,18,43.51227872587873,94,True
103,O=C([O-])c1ccc(-c2cc(Cl)c(-c3cc(Cl)c(C(=O)[O-])c(Cl)c3Cl)c(Cl)c2Cl)c(Cl)c1,O=C([O-])c1c(Cl)ccc(Cl)c1Cl.O=C([O-])c1cccc(Cl)c1,Clc1ccc(Cl)c(Cl)c1,7,18,68.72191216964399,103,True
0,O=C([O-])c1ccc(C(F)=Cc2cc(F)c(C(=O)[O-])c(F)c2)cc1F,O=C([O-])c1c(F)cccc1F.O=C([O-])c1ccccc1F,C=CF,7,17,43.09256419274248,0,True
12,CCC(=Cc1ccc(C(=O)[O-])c(CC)c1CC)c1cc(CC)c(C(=O)[O-])c(CC)c1,CCc1cccc(C(=O)[O-])c1CC.CCc1cccc(CC)c1C(=O)[O-],C=CCC,9,17,74.77197839656219,12,True
30,O=C([O-])c1ccc(C=C(F)c2cc(F)c(C(=O)[O-])cc2F)cc1,O=C([O-])c1cc(F)ccc1F.O=C([O-])c1ccccc1,C=CF,7,17,41.510342354793885,30,True
40,O=C([O-])c1ccc(-c2ccc(-c3cc(F)c(C(=O)[O-])cc3F)c(F)c2F)c(F)c1,O=C([O-])c1cc(F)ccc1F.O=C([O-])c1cccc(F)c1,Fc1ccccc1F,7,17,55.82341361852138,40,True
54,O=C([O-])c1ccc(-c2ccc(-c3ccc(C(=O)[O-])cc3F)c(F)c2F)cc1,O=C([O-])c1cccc(F)c1.O=C([O-])c1ccccc1,Fc1ccccc1F,6,15,53.90846882004464,54,True
66,O=C([O-])c1ccc(-c2cc(Cl)c(-c3cc(Cl)c(C(=O)[O-])c(Cl)c3Cl)cc2Cl)cc1,O=C([O-])c1c(Cl)ccc(Cl)c1Cl.O=C([O-])c1ccccc1,Clc1ccc(Cl)cc1,7,18,65.38137210069263,66,True
76,Cc1cc(C(=O)[O-])ccc1-c1cc(C)c(-c2cc(C)c(C(=O)[O-])c(C)c2C)c(C)c1,Cc1ccc(C)c(C(=O)[O-])c1C.Cc1cccc(C(=O)[O-])c1,Cc1cccc(C)c1,9,13,83.24299839708395,76,True
83,O=C([O-])c1ccc(-c2c(F)cc(-c3cc(F)c(C(=O)[O-])cc3F)c(F)c2F)cc1F,O=C([O-])c1cc(F)ccc1F.O=C([O-])c1ccccc1F,Fc1ccc(F)c(F)c1,7,17,56.97464802681936,83,True
97,O=C([O-])c1ccc(-c2cc(F)c(-c3ccc(C(=O)[O-])c(F)c3)c(F)c2)cc1F,O=C([O-])c1ccccc1F.O=C([O-])c1ccccc1F,Fc1cccc(F)c1,6,16,55.11603408941261,97,True
112,CCc1cc(-c2nnc(-c3cc(CC)c(C(=O)[O-])c(CC)c3CC)nn2)cc(CC)c1C(=O)[O-],CCc1ccc(CC)c(C(=O)[O-])c1CC.CCc1cccc(CC)c1C(=O)[O-],c1nncnn1,4,17,85.7184588524819,112,True
130,O=C([O-])c1cc(F)c(-c2ccc(-c3ccc(C(=O)[O-])c(F)c3F)cc2F)c(F)c1,O=C([O-])c1cc(F)cc(F)c1.O=C([O-])c1cccc(F)c1F,Fc1ccccc1,7,17,55.82713272537164,130,True
0,O=C([O-])c1ccc(-c2c(F)cc(-c3cc(F)c(C(=O)[O-])c(F)c3F)c(F)c2F)c(F)c1,O=C([O-])c1c(F)ccc(F)c1F.O=C([O-])c1cccc(F)c1,Fc1ccc(F)c(F)c1,7,18,58.02258825644804,0,True
11,O=C([O-])c1ccc(-c2cc(F)c(-c3ccc(C(=O)[O-])c(F)c3)cc2F)cc1F,O=C([O-])c1ccccc1F.O=C([O-])c1ccccc1F,Fc1ccc(F)cc1,6,16,55.29795589231083,11,True
26,O=C([O-])c1cc(Cl)c(-c2ccc(-c3ccc(C(=O)[O-])c(Cl)c3)c(Cl)c2)c(Cl)c1,O=C([O-])c1cc(Cl)cc(Cl)c1.O=C([O-])c1ccccc1Cl,Clc1ccccc1,7,17,60.58573471282764,26,True
38,O=C([O-])c1ccc(-c2nnc(-c3cc(Cl)c(C(=O)[O-])cc3Cl)nn2)c(Cl)c1,O=C([O-])c1cc(Cl)ccc1Cl.O=C([O-])c1cccc(Cl)c1,c1nncnn1,7,17,54.18777826480088,38,True
46,O=C([O-])c1cc(F)c(-c2cc(F)c(-c3cc(F)c(C(=O)[O-])c(F)c3F)c(F)c2F)c(F)c1F,O=C([O-])c1c(F)ccc(F)c1F.O=C([O-])c1cc(F)cc(F)c1F,Fc1ccc(F)c(F)c1,7,19,59.99106417859549,46,True
54,O=C([O-])c1ccc(-c2ccc(-c3cc(F)c(C(=O)[O-])c(F)c3F)c(F)c2)cc1,O=C([O-])c1c(F)ccc(F)c1F.O=C([O-])c1ccccc1,Fc1ccccc1,7,18,55.421751628811,54,True
62,O=C([O-])c1ccc(-c2ccc(-c3c(F)c(F)c(C(=O)[O-])c(F)c3F)c(F)c2F)c(F)c1,O=C([O-])c1c(F)c(F)cc(F)c1F.O=C([O-])c1cccc(F)c1,Fc1ccccc1F,8,19,58.13661200275247,62,True
72,CCc1c(CC)c(-c2nnc(-c3ccc(C(=O)[O-])cc3)nn2)c(CC)c(CC)c1C(=O)[O-],CCc1cc(CC)c(CC)c(C(=O)[O-])c1CC.O=C([O-])c1ccccc1,c1nncnn1,6,23,81.28018806478613,72,True
85,O=C([O-])c1ccc(-c2nnc(-c3c(F)cc(C(=O)[O-])cc3F)nn2)cc1,O=C([O-])c1cc(F)cc(F)c1.O=C([O-])c1ccccc1,c1nncnn1,7,17,45.09336275134527,85,True
92,O=C([O-])c1cc(F)c(-c2cc(F)c(-c3c(F)c(F)c(C(=O)[O-])c(F)c3F)cc2F)c(F)c1F,O=C([O-])c1c(F)c(F)cc(F)c1F.O=C([O-])c1cc(F)cc(F)c1F,Fc1ccc(F)cc1,8,20,60.03271022991624,92,True
101,O=C([O-])c1ccc(-c2c(F)cc(-c3ccc(C(=O)[O-])c(F)c3)cc2F)cc1,O=C([O-])c1ccccc1.O=C([O-])c1ccccc1F,Fc1cccc(F)c1,6,16,53.98751087421687,101,True
0,O=C([O-])c1ccc(-c2cc(F)c(-c3cc(F)c(C(=O)[O-])c(F)c3F)cc2F)c(F)c1,O=C([O-])c1c(F)ccc(F)c1F.O=C([O-])c1cccc(F)c1,Fc1ccc(F)cc1,7,18,57.18947142926909,0,True
14,O=C([O-])c1ccc(C(F)=C(F)c2ccc(C(=O)[O-])c(F)c2)c(F)c1,O=C([O-])c1cccc(F)c1.O=C([O-])c1ccccc1F,FC=CF,6,16,43.482039438986575,14,True
29,O=C([O-])c1ccc(C(F)=C(F)c2ccc(C(=O)[O-])c(F)c2F)cc1F,O=C([O-])c1cccc(F)c1F.O=C([O-])c1ccccc1F,FC=CF,6,16,44.72402313980111,29,True
42,O=C([O-])c1cc(Cl)c(-c2nnc(-c3c(Cl)c(Cl)c(C(=O)[O-])c(Cl)c3Cl)nn2)c(Cl)c1Cl,O=C([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl.O=C([O-])c1cc(Cl)cc(Cl)c1Cl,c1nncnn1,8,20,72.43721015689714,42,True
50,O=C([O-])c1ccc(C(F)=C(F)c2ccc(C(=O)[O-])c(F)c2F)cc1,O=C([O-])c1cccc(F)c1F.O=C([O-])c1ccccc1,FC=CF,6,17,43.5089103512511,50,True
63,O=C([O-])c1cc(F)c(-c2ccc(-c3cc(F)c(C(=O)[O-])c(F)c3)cc2F)c(F)c1,O=C([O-])c1c(F)cccc1F.O=C([O-])c1cc(F)cc(F)c1,Fc1ccccc1,7,18,56.06822260681684,63,True
72,O=C([O-])c1ccc(-c2c(F)cc(-c3c(F)c(F)c(C(=O)[O-])c(F)c3F)c(F)c2F)c(F)c1,O=C([O-])c1c(F)c(F)cc(F)c1F.O=C([O-])c1cccc(F)c1,Fc1ccc(F)c(F)c1,8,19,58.87286654077568,72,True
79,O=C([O-])C(=CC(=C(C(=O)[O-])c1ccccc1)c1ccccc1)c1ccccc1,O=C([O-])C(=Cc1ccccc1)c1ccccc1.c1ccccc1,C=CC(=O)[O-],4,20,72.25825422376627,79,True
97,N#CC(C#CC(=O)[O-])=CC#CC(=O)[O-],C#CC(=O)[O-].C#CC(=O)[O-],C=CC#N,4,9,1.395998590023996,97,True
103,Nc1cc(-c2ccc(-c3cc(N)c(C(=O)[O-])c(N)c3N)cc2N)ccc1C(=O)[O-],Nc1ccc(N)c(C(=O)[O-])c1N.Nc1ccccc1C(=O)[O-],Nc1ccccc1,3,15,80.74290794049267,103,True
116,CCCc1cc(-c2nnc(-c3ccc(C(=O)[O-])c(CCC)c3CCC)nn2)c(CCC)cc1C(=O)[O-],CCCc1ccc(CCC)c(C(=O)[O-])c1.CCCc1cccc(C(=O)[O-])c1CCC,c1nncnn1,10,20,82.26250692523912,116,True
0,CCCc1cc(C(=O)[O-])ccc1-c1nnc(-c2cc(CCC)c(C(=O)[O-])c(CCC)c2)nn1,CCCc1cccc(C(=O)[O-])c1.CCCc1cccc(CCC)c1C(=O)[O-],c1nncnn1,11,17,66.51474036204306,0,True
20,O=C([O-])c1ccc(-c2nnc(-c3ccc(C(=O)[O-])c(F)c3F)nn2)cc1,O=C([O-])c1cccc(F)c1F.O=C([O-])c1ccccc1,c1nncnn1,6,17,44.84804611758958,20,True
27,O=C([O-])c1ccc(C=C(F)c2ccc(C(=O)[O-])c(F)c2)cc1,O=C([O-])c1ccccc1.O=C([O-])c1ccccc1F,C=CF,6,16,40.60432238267085,27,True
38,O=C([O-])c1ccc(C=C(F)c2c(F)c(F)c(C(=O)[O-])c(F)c2F)cc1,O=C([O-])c1c(F)c(F)cc(F)c1F.O=C([O-])c1ccccc1,C=CF,8,19,44.363263930623255,38,True
50,O=C([O-])c1ccc(-c2nnc(-c3ccc(C(=O)[O-])c(F)c3)nn2)cc1F,O=C([O-])c1ccccc1F.O=C([O-])c1ccccc1F,c1nncnn1,6,16,44.46305091588618,50,True
57,O=C([O-])c1c(F)cc(-c2cc(F)c(-c3cc(F)c(C(=O)[O-])c(F)c3F)c(F)c2F)cc1F,O=C([O-])c1c(F)ccc(F)c1F.O=C([O-])c1c(F)cccc1F,Fc1ccc(F)c(F)c1,7,18,59.71157025215192,57,True
69,O=C([O-])c1cc(Cl)c(-c2nnc(-c3c(Cl)cc(C(=O)[O-])c(Cl)c3Cl)nn2)cc1Cl,O=C([O-])c1cc(Cl)cc(Cl)c1Cl.O=C([O-])c1cc(Cl)ccc1Cl,c1nncnn1,7,19,62.76908663525225,69,True
77,O=C([O-])c1ccc(-c2ccc(-c3cc(Cl)c(C(=O)[O-])c(Cl)c3Cl)c(Cl)c2)c(Cl)c1,O=C([O-])c1c(Cl)ccc(Cl)c1Cl.O=C([O-])c1cccc(Cl)c1,Clc1ccccc1,7,18,65.41435535964689,77,True
88,Cc1cc(-c2c(C)cc(-c3c(C)cc(C(=O)[O-])c(C)c3C)c(C)c2C)cc(C)c1C(=O)[O-],Cc1cc(C)c(C)c(C(=O)[O-])c1.Cc1cccc(C)c1C(=O)[O-],Cc1ccc(C)c(C)c1,11,15,97.9112975322655,88,True
94,Cc1cc(-c2ccc(-c3cc(C)c(C(=O)[O-])c(C)c3)cc2)ccc1C(=O)[O-],Cc1cccc(C)c1C(=O)[O-].Cc1ccccc1C(=O)[O-],c1ccccc1,3,14,70.1624903602238,94,True
107,O=C([O-])c1ccc(-c2nnc(-c3cc(O)c(C(=O)[O-])cc3O)nn2)cc1O,O=C([O-])c1cc(O)ccc1O.O=C([O-])c1ccccc1O,c1nncnn1,7,17,49.68455845396278,107,True
